1,,Kérdés,Helyes válasz,Rossz válasz,Rossz válasz,
99,,"Alábbiak közül melyek az alumíniumnak,  mint hajóépítő anyagnak a jellemző tulajdonságai?","Költséges alapanyag, könnyű szerkezeti súly, galvanikus korrózióra hajlamos.","Viszonylag nagy fajsúly, nem hegeszthető, jó hangszigetelő.","Korrózió ellen felületkezeléssel védeni kell, pára hatására dagad, zsugorodik, kis fajsúlyú.",
100,,"Alábbiak közül melyek az acélnak,  mint hajóépítő anyagnak a jellemző tulajdonságai?","Korróziógátlást igényel, rendkívül szilárd, nagy méretű hajók építésére alkalmas.","Nem korrodál, alacsony kopásállóságú, nagy a fajsúlya.","Könnyű, rugalmas, jól alakítható, jó hő- és hangszigetelő.",
101,,A felületkezeletlen alumíniumból készült hajótest ...,csak a galvanikus korrózióra hajlamos.,egyáltalán nem korrodálódik.,csak tengervízben korrodálódik.,
102,,Az alábbiak közül melyek lehetnek a hajók merevítő vázszerkezetének elemei?,"Bordák, hossz bordák, gerinc","Gerinc, medersor, oldalpalánkozás","Bordázat, fartükör, orrtőke, fedélzeti palánkozás",
103,,"Mit jellemezhetnek az alábbi kifejezések: karvell, klinker, diagonál?",A hajótest oldalpalánkozásának módját.,Az orrtőke és fartőke bekötési módjait.,A hajó belső merevítő bordázatának rendszerét.,
104,,Melyik palánkozási módozatot látja az ábrán?,Karvell,Klinker,Diagonál,Kep4 Karvel.jpg
105,,Melyik palánkozási módozatot látja az ábrán?,Klinker,Karvell,Diagonál,Kep5 Klinker.jpg
106,,Melyik palánkozási módozatot látja az ábrán?,Diagonál,Klinker,Karvell,Kep6 Diagonal.jpg
107,,"A katamarán, trimarán kifejezések mit jelölnek?",Egyes hajótípusok kettő illetve három testű kialakítását.,A legénység kötelező létszámát jelölik.,A kormányzásnál használt kormánylapátok számát jelölik ezek a kifejezések.,
108,,"Igaz e, hogy a hagyományos hajóépítésnél először a merevítő vázszerkezet kerül kialakításra, majd a külhéj csak ez után épül rá erre?",Igaz.,Hamis.,,
109,,"Igaz e, hogy a hagyományos hajóépítésnél először a külhéj készül el, majd ezután következik ennek a merevítése bordák segítségével?",Hamis.,Igaz.,,
110,,Mit nevezünk kompozit alapanyagnak?,Több fajta eltérő jellegű anyag együttes alkalmazása azok hasznos tulajdonságainak ötvözése érdekében.,A teljesen vízzáró és UV sugárzás álló anyagokat nevezzük kompozitoknak.,A több fajta fém alapanyag hegesztett szerkezetét nevezzük kompozitnak.,
111,,"Mi a szerepe a műgyanta-kompozit alapanyag alkalmazásakor az üvegszál, szénszál vagy egyéb szálanyagok alkalmazásának?","Ezek biztosítják a kompozit szerkezet merevségét, szilárdságát, rugalmasságát.","Elsősorban térkitöltő, sűrűségnövelő, szigetelő hatásuk van.","Elsősorban azt biztosítják, hogy a hajótest teljesen vízzáróvá váljon.",
112,,"Mi a szerepe a műgyanta-kompozit hajóépítő alapanyagoknál a poliészter, epoxy anyagok alkalmazásának?","Ezek végzik a szálanyagok közötti tér kitöltését, a szálak összekötését, és a hajótest vízhatlanságának biztosítását is.","A kompozit szilárdságát, rugalmasságát biztosítja.",A kompozit szerkezetben a műgyanta a szerkezet fajsúlyának beállítását szolgálja.,
113,,A szálanyag + gyanta kompozitból készült hajók építési módszere:,"vagy pozitív, vagy negatív mintára építik a hajótestet, a kompozit rétegenkénti laminálásával.","a hajótestet a gerinc és többi hosszmerevítő, majd a bordázat felépítésével kezdik, majd vázra hordják fel a kompozit anyagot.","a hajótestet keresztirányban több részre bontják, az egyes darabokat külön-külön laminálják, és a folyamat végén összeragasztják.",
114,,"Minek nevezzük a tényleges merülés síkja és az azzal párhuzamos olyan sík között függőlegesen mért távolságot, amely felett a hajót nem lehet vízmentesnek tekinteni?",Biztonsági távolság.,Szabad oldal magasság.,Merülés.,
115,,"A legnagyobb hossz (LOA) – az úszólétesítmény legnagyobb hossza méterben, beleértve a kormányberendezést, a propulziós művet, a gépészeti és egyéb szerkezeteket?",Igaz.,Hamis.,,
116,,A legnagyobb hossz (LOA) – a hajótest legnagyobb hossza a kormány és a kígyófej nélkül ?,Hamis.,Igaz.,,
117,,Az alábbiak közül melyik a hajó hosszának (L) meghatározása?,A hajótest legnagyobb hossza a kormány és a kígyófej nélkül.,"Az úszólétesítmény legnagyobb hossza méterben, beleértve a kormányberendezést, a propulziós művet, a gépészeti és egyéb szerkezeteket.",A hajótest vízvonalon mért hossza.,
118,,Mit értünk a kishajó hosszán?,A hajótest legnagyobb hossza a kormányberendezés és propulziós mű nélkül.,"Az kishajó legnagyobb hossza méterben, beleértve a kormányberendezést, a propulziós művet, a gépészeti és egyéb szerkezeteket.",A hajótest legnagyobb merülés síkjában mért hossza.,
119,,Mit értünk a kishajó vízvonalhosszán?,A hajótest legnagyobb merülés síkjában mért hossza.,A hajótest legnagyobb hossza a kormányberendezés és propulziós mű nélkül.,"Az kishajó legnagyobb hossza méterben, beleértve a kormányberendezést, a propulziós művet, a gépészeti és egyéb szerkezeteket.",
120,,Mit értünk a kishajó oldalmagasságán?,A hajótest vagy a gerinc legalsó pontja és a fedélzet legalsó pontja között a hajó oldalán mért legrövidebb függőleges távolság.,Az oldalmagasságnak az oldalmagasság helyén mért merüléssel csökkentett értéke.,"A legnagyobb merülés síkja és az azzal párhuzamos olyan sík között függőlegesen mért távolság, amely felett a hajót nem lehet vízmentesnek tekinteni.",
121,,Mit értünk a kishajó szabad oldalmagasságán?,Az oldalmagasságnak az oldalmagasság helyén mért merüléssel csökkentett értéke.,"A legnagyobb merülés síkja és az azzal párhuzamos olyan sík között függőlegesen mért távolság, amely felett a hajót nem lehet vízmentesnek tekinteni.",A hajótest vagy a gerinc legalsó pontja és a fedélzet legalsó pontja között a hajó oldalán mért legrövidebb függőleges távolság.,
122,,Mit értünk a kishajó biztonsági távolságán?,"A tényleges merülés síkja és az azzal párhuzamos olyan sík között függőlegesen mért távolság, amely felett a hajót nem lehet vízmentesnek tekinteni.",A hajótest vagy a gerinc legalsó pontja és a fedélzet legalsó pontja között a hajó oldalán mért legrövidebb függőleges távolság.,Az oldalmagasságnak az oldalmagasság helyén mért merüléssel csökkentett értéke.,
123,,"Hogyan hívjuk a hajótest belsejébe, általában a fedélzet alá stabilan rögzített meghajtó motort?",Beépített motor.,Lakótéri motor.,Külmotor.,
124,,"Minek nevezzük a hajó far részén kialakított rögzítési ponton, a fartükrön felfüggesztett kisebb tömegű motorokat, melyek magukba foglalják a hajtási lánc elemeit is?",Külmotor.,Beépített motor.,Kompresszor.,
125,,Milyen belső égésű motorok üzemanyaga a gázolaj?,Diesel motor,Ottó motor,Gőzgép,
126,,Milyen belső égésű motorok üzemanyaga a benzin?,Ottó motor,Diesel motor,Gőzgép,
127,,"Hogyan győződik meg róla, hogy a külmotor hűtése megfelelő?","Ha a motorhűtést ellenőrző vízsugár  megszakítatlan és erős, akkor a hűtés megfelelő.","A motor hűtését nem kell ellenőrizni, mert a motorolaj túlmelegedése esetén az automatika leállítja a motort.","A motor hűtésének elégtelenségét a motor teljesítményének csökkenése, és a motor spontán leállása jelzi, ennek hiányában a hűtés biztosan megfelelő.",
128,,A dízel üzemű motoroknak van gyújtásrendszere?,Nincs.,Van.,,
129,,A kishajókba építésre szánt modern dízelmotorok miben különböznek régi társaiktól?,"A modern dízelmotor befecskendező rendszere bonyolult, elektronikusan vezérelt rendszer, a régi tisztán mechanikus.",A modern dízelmotorok már mind kétüteműek és a régiekkel szemben tisztán elektronikus befecskendezéssel működnek.,"A modern dízelmotorok fajlagos teljesítménye jobb a régiekénél, de nagyobb a fajlagos fogyasztásuk.",
130,,Mi hozza létre a benzin-levegő keveréket az ottó-motoroknál?,Karburátor vagy befecskendező rendszer.,Kizárólag a karburátor.,Kizárólag a befecskendező rendszer.,
131,,Beépített Otto motorral rendelkező kishajónál milyen műveletet kell végrehajtani minden motorindítás előtt?,A motortér teljes kiszellőztetését.,Az ékszíj feszességének ellenőrzését.,A hűtőrendszer elzáró szelepeinek zárását.,
132,,Milyen rendszerű a négyütemű motorok kenési rendszere?,A legtöbb esetben vegyes rendszerű: szóró- és kényszerolajozású.,Kizárólag keverék olajozású.,A legtöbb esetben kizárólag kényszerolajozású.,
133,,Mi végzi a Diesel motor működése közben az üzemanyag begyújtását?,A hengerben a kompresszió miatt felhevült levegő.,Elektromosan működtetett  gyújtógyertya szikrája.,Izzító gyertya.,
134,,Mi végzi a Ottó motor működése közben az üzemanyag begyújtását?,Elektromosan működtetett  gyújtógyertya szikrája.,A hengerben a kompresszió miatt felhevült levegő.,Izzító gyertya.,
135,,"Igaz, hogy az üzemanyag a karburátoros Ottó motor működése folyamán, a szívás fázisban  levegővel összekeveredve áramlik be a hengerbe?",Igaz.,Hamis.,,
136,,"Igaz, hogy az üzemanyag a Diesel motor működése folyamán, a szívás fázisban  levegővel összekeveredve áramlik be a hengerbe?",Hamis.,Igaz.,,
137,,"Igaz, hogy az üzemanyagot a Diesel motor működése folyamán, a hengerben összesűrített levegőbe porlasztják be?",Igaz.,Hamis.,,
138,,"Igaz, hogy az üzemanyagot a karburátoros Ottó motor működése folyamán, a hengerben összesűrített levegőbe porlasztják be?",Hamis.,Igaz.,,
139,,Kétütemű motorok esetében hány főtengely fordulat alatt játszódik le a munkaciklus?,Egy,Kettő,Négy,
140,,Négyütemű motorok esetében hány főtengely fordulat alatt játszódik le a munkaciklus?,Kettő,Egy,Négy,
141,,Négyütemű motoroknál melyik a helyes működési sorrend az alábbiak közül?,"Szívás, sűrítés, égés, kipufogás","Szívás, égés, sűrítés, kipufogás","Kipufogás, égés, sűrítés, szívás",
142,,"Milyen folyamatok zajlanak a kétütemű Ottó motor hengerében, miközben a dugattyú a hengerfej felé mozog?","Az elősűrített üzemanyag-levegő keverék beáramlása, az égéstermékek kiáramlása, sűrítés, begyújtás, égés.","Az üzemanyag-levegő keverék elősűrítése, az égéstermékek kiáramlása, sűrítés, begyújtás, égés.","Az üzemanyag-levegő keverék elősűrítése, az égéstermékek beáramlása, sűrítés, begyújtás, égés.",
143,,"Milyen folyamatok zajlanak a kétütemű Ottó motor hengerében, miközben a dugattyú a forgattyús ház felé mozog?","Égés,  az égéstermékek kiáramlása, az elősűrített üzemanyag levegő keverék beáramlása.","Égés,  az égéstermékek kiáramlása, az  üzemanyag levegő keverék elősűrítése.","Égés,  az égéstermékek elősűrítése az elősűrített üzemanyag levegő keverék kiáramlása.",
144,,Milyen folyamatok zajlanak a kétütemű Ottó motor forgattyús házában miközben a dugattyú a hengerfej felé mozog?,A forgattyús házba beáramlik az üzemanyag-levegő keverék.,A forgattyús házban ekkor történik meg az üzemanyag-levegő keverék elősűrítése.,A forgattyús házba megtörténik az égéstermékek beáramlása.,
145,,Milyen folyamatok zajlanak a kétütemű Ottó motor forgattyús házában miközben a dugattyú a forgattyús ház felé mozog?,"Az üzemanyag levegő keverék beáramlása, elősűrítése, majd kiáramlása az égéstér felé.","A tiszta levegő beáramlása, az üzemanyag elősűrítése, majd az égéstermékek kiáramlása az égéstér felé.","Az égéstermékek beáramlása, elősűrítése, majd kiáramlása az égéstér felé.",
146,,A munkaciklus milyen fázisa zajlik a négyütemű motorokban amikor a dugattyú a forgattyús ház felé mozog?,Szívás vagy égés,Kipufogás vagy égés,Égés vagy sűrítés,
147,,A munkaciklus milyen fázisa zajlik a négyütemű motorokban amikor a dugattyú a hengerfej felé mozog?,Sűrítés vagy kipufogás,Szívás vagy égés,Sűrítés vagy szívás,
148,,Melyik fajta motor jellemző alkatrésze a karburátor?,Ottó motor,Diesel motor,Gőzgép,
149,,Melyik fajta motor jellemző alkatrésze az adagoló szivattyú?,Diesel motor,Ottó motor,Elektromos motor,
150,,Melyik fajta motor jellemző alkatrésze a szívó szelep?,Négyütemű motor,Kétütemű motor,Résvezérelt motorok,
151,,"Melyik motor jellemzője, hogy a kenőolajat az üzemanyaghoz keverve juttatják el a kenési helyekre?",Kétütemű Ottó motor,Elektromos motor,Négyütemű motor,
152,,"Hogyan nevezik a motorok azon alkatrészét, amely a dugattyú alternáló mozgását forgó mozgássá alakítja? ",Főtengely,Lendkerék,Hengerpersely,
153,,Hol helyezkedik el a motor főtengelye?,A forgattyús házban,A hengerben.,Az irányváltóban.,
154,,A motor melyik alkatrésze köti össze a dugattyút és a főtengelyt?,A hajtórúd,A lendkerék.,A hengerpersely,
155,,Mi a Diesel befecskendező porlasztó feladata?,A gázolaj apró cseppekre történő porlasztása és nagy nyomáson az égéstérbe juttatása.,"A gázolaj sűrítése, összekeverése kenőolajjal és levegővel, majd az égéstérbe juttatása.",A gázolajból kiszűri a porrészecskéket és az üzemanyag rendszert légteleníti.,
156,,Mi a karburátor szerepe?,Az Ottó motoroknál az üzemanyag-levegő keverék előállítása.,A Diesel motoroknál az üzemanyag levegő keverék előállítása.,Az Ottó motoroknál az üzemanyag megfelelő befecskendezési nyomását biztosítja.,
157,,Tankolásnál fontos előkészületek a következők:,"Elektromos berendezések kikapcsolása, motor leállítása, dohányzás és nyílt láng használatának  megszüntetése, kézi tűzoltó készülék ellenőrzése és előkészítése.","Motor alapjáratba helyezése, dohányzás és nyílt láng használatának  megszüntetése, utasok kiszállítása a hajóról.","Motor leállítása, dohányzás és nyílt láng használatának  megszüntetése, a tankolás helyszínének ventilátorral történő szellőztetése, kézi tűzoltó készülék kipróbálása.",
158,,Mi biztosítja a Diesel motorba jutó üzemanyag megfelelő tisztaságát?,"A vízleválasztó, az elő- és finomszűrők.",A tartályba épített tartályszűrő.,"Az üzemanyagot előállítása során gondosan tisztítják, ezért nincs szükség külön szűrésre.",
159,,Mire kell figyelni a  Dízel üzemű motoroknál?,"Kényszerhelyzet kivételével  nem szabad elhasználni az összes üzemanyagot, mert a dízel-motor üzemanyagrendszere levegősödik, és az üzemanyag utántöltése után sem indul.","A tartályban egy hónapnál hosszabb ideje tárolt üzemanyagot nem szabad felhasználni, mert ennyi idő alatt az már alkotórészeire esik, és a motorba jutva károsítja azt.",Mindig tartsuk be a motorgyártó által előírt üzemagyag-kenőolaj keverési arányt.,
160,,Milyen alkatrészekből épül fel az Ottó motorok üzemanyag rendszere?,"Üzemanyag tartály, üzemanyag szűrő(k), üzemanyag szivattyú, karburátor, vagy injektor","Üzemanyag tartály, adagoló szivattyú, porlasztócsúcs","Üzemanyag tartály, üzemanyag szűrő(k), üzemanyag hűtő, adagoló szivattyú, porlasztó",
161,,Milyen alkatrészekből épül fel az Diesel motorok üzemanyag rendszere?,"Üzemanyag tartály, üzemanyag szűrő(k), vízleválasztó, adagoló szivattyú, befecskendező porlasztó","Üzemanyag tartály, adagoló szivattyú,  karburátor, porlasztócsúcs","Üzemanyag tartály, üzemanyag szűrő(k), üzemanyag hűtő, injektor",
162,,Belsőégésű főgéppel hajtott kishajó esetén fontos az üzemórák nyilvántartása?,"Fontos, mert bizonyos karbantartási tevékenységeket a gyártó által meghatározott időintervallumonként kell elvégezni.","Nem fontos, mert a kenőolajat minden szezon végén le kell cserélni, a hajtóműolajat meg csak akkor, ha víz szivárog bele.","Fontos, de nem a karbantartás, hanem a  hajó eladáskori értékének meghatározása szempontjából.",
163,,Mi a kenőolaj szerepe?,"A motor mozgó alkatrészeinek súrlódási ellenállás csökkentése, hőelvezetés, a szennyeződések megkötése, és a szűrőbe juttatása .","Korróziógátlás, a hengerben lezajló égés minőségének javítása.","A motor mozgó alkatrészeinek súrlódási ellenállás csökkentése, hőszigetelés, a karter elszennyeződésének megelőzése.",
164,,A kényszerolajozási rendszer egyik eleme az olajszivattyú.,Igaz.,Hamis.,,
165,,A szóró olajozási rendszer egyik eleme az olajszivattyú.,Hamis.,Igaz.,,
166,,"Igaz, hogy a nedves karteres olajozási rendszerben a kenőolaj a motor karterjében van tárolva?",Igaz.,Hamis.,,
167,,"Igaz, hogy a nedves karteres olajozási rendszerben a kenőolaj külön tartályban, a motoron kívül van tárolva?",Hamis.,Igaz.,,
168,,"Áramtalanítja-e a hajót, ha hosszabb időre felügyelet nélkül hagyja?","Igen így az akkumulátorokat biztosan nem meríti le semmi, és rövidzárlat sem lesz.","A modern hajókat nem szabad teljesen áramtalanítani, mert a motor elektronikus vezérlőrendszerének mindig feszültség alatt kell lennie.","Csak a 220 voltos rendszereket kell teljesen lekapcsolni, mivel az alacsony feszültségű áramkörökben nem keletkezhet rövidzárlat.",
169,,Általában milyen feszültségű elektromos rendszer kerül kiépítésre a kishajókon?,"12 vagy 24 voltos, egyenáramú hálózat.","54 vagy 110 voltos, egyenáramú hálózat.",230 vagy 400 voltos váltakozó áramú hálózat.,
170,,"Mit jelentenek a következő jelölések az akkumulátoron: 12V, 54 Ah ?",Ezek egy 12 voltos kapocsfeszültségű és 54 amperóra kapacitású akkumulátor adatai.,Ezek egy 12 voltos feszültségű és 54 wattos alkáli-hibrid akkumulátor adatai.,Ezek egy 12 vas és 54 alkáli cellát tartalmazó akkumulátor adatai.,
171,,Hogyan értelmezhetjük az 54 Ah jelölést az akkumulátoron?,Ez az akkumulátor 54 amper áramerősséget tud szolgáltatni 1 órán keresztül.,Ez az akkumulátor 16 amper áramerősséget tud szolgáltatni 8 órán keresztül.,Ez az akkumulátor 54 volt feszültséget tud szolgáltatni 1 órán keresztül.,
172,,Melyek a motor levegőellátó rendszerének a lehetséges elemei?,"Csőrendszer, levegőszűrő berendezés, feltöltő berendezés, levegőhűtő.","Csőrendszer, levegőszűrő berendezés, klíma berendezés, szélsebesség mérő, levegőhűtő.","Csőrendszer, levegőszűrő berendezés, szélgenerátor, feltöltő berendezés, levegőhűtő, ventil.",
173,,Külmotoroknál hogyan tudjuk ellenőrizni a hűtés működését?,A hűtővíz megfelelő áramlását vékony és folyamatos ellenőrző vízsugár megjelenése jelzi.,"Nem szükséges ellenőrizni, ha a motor beindul, akkor biztosan van hűtése is.",A motor burkolatát levéve a hengerfejen kézzel ellenőrizhető a hűtőfolyadék áramlása.,
174,,"Mi történik, ha nem kielégítő, vagy megszűnik a motor hűtése?","A motor túlmelegszik, a dugattyú és szelepek besülhetnek, a motorblokk és a hengerfej megrepedhetnek.","A motor fogyasztása megnő, a fordulatszám megnő és a hajtómű olaj felforr.","Nincs hatása, amennyiben a motort csak fél terheléssel üzemeltetjük az nem károsodik.",
175,,Hogyan csoportosíthatjuk a hajómotorok hűtési rendszereit a hűtő közeg szempontjából?,"Levegő hűtés, folyadék hűtés, ezen belül egy körös és két körös folyadékhűtés.",Menetszél hűtésű és abszorpciós hűtésű.,"Levegő hűtésű, ezen belül egykörös levegő hűtésű, vagy két körös levegő hűtésű.",
176,,Levegő hűtésű motoroknál milyen célt szolgál a hengerfej és a motorblokk bordázott kialakítása?,Az így megnövelt hőátadó felület fokozza a levegő hűtés hatékonyságát.,A motor szétszerelésekor ezeknél a bordáknál fogva lehet megemelni az egyes alkatrészeket.,"A megnövelt hűtőfelület elősegíti, hogy a hideg motor hamarabb érje el az üzemi hőmérsékletét.",
177,,Milyen célt szolgál a hűtési rendszerbe beépített termosztát?,A belső hűtővíz hőmérsékletét figyelembe véve szabályozza a hűtés mértékét.,Ez az alkatrész szabályozza a hűtővíz szivattyú fordulatszámát.,A levegő hűtésű motoroknál a beáramló levegő mennyiségét szabályozza a hűtés szükséglet függvényében.,
178,,Mik a két körös folyadékhűtési rendszer jellemzői?,"Összetettebb rendszer, hőcserélőt beépítését igényli, a belső folyadékkör feltölthető fagyálló folyadékkal, a motor elszennyeződésének veszélye kicsi, jól szabályozható a hűtés.","Összetettebb rendszer, nincs szükség hőcserélő beépítésére, a belső folyadékkör feltölthető fagyálló folyadékkal, a motor elszennyeződésének veszélye nagy, jól szabályozható a hűtés.","Egyszerű kialakítás, kevésbé szabályozható hűtés, szennyeződésekre érzékeny, a motor télen üzemen kívül fagyásveszélynek van kitéve, tengeren a sós hűtővíz károsíthatja a motor anyagát.",
179,,"Melyik hűtési rendszer elemei a következők: szűrő, csőrendszer, szivattyú, hőcserélő berendezés, termosztát, tágulási (kiegyenlítő) tartály, hőfokmérő, csapok, szelepek, tolózárak?",Két körös hűtési rendszer.,Egy körös hűtési rendszer.,Levegő hűtési rendszer.,
180,,Hogyan célszerű a hajó gumi és műanyag alkatrészeinek ápolását végezni?,"Szilikon tartalmú ápolószerekkel ápoljuk, a megrepedezett elemeket cseréljük.","Ásványi zsírral kell bekenni őket, vagy finoman mosóbenzines ronggyal áttörölgetni.",Meg kell tisztítani őket és finom csiszolóvászonnal a repedezett elemeket felpolírozni.,
181,,Milyen műveletet kell a dízel üzemű motorok indítása előtt elvégezni?,"Az izzító gyertyákat kb. 10 másodpercig, vagy ha van, az ellenőrző lámpa kialvásig működtetni kell.","A motor indítása előtt valamilyen fogyasztót rövid időre fel kell kapcsolni, hogy az akkumulátort felkészítsük a dízel motor nagy indító áramára.","Minden esetben ellenőrizni kell, hogy a vízleválasztó még nem telítődött.",
182,,Milyen sűrűn kell a kenőolajat cserélni a motorban?,"A motor gyártójának utasításait, a kenőolaj minőségét és a motor üzemkörülményeit figyelembe véve kell az olajcserét ütemezni.","A kenőolajat megvizsgálva, annak állapotától függ az olajcsere szükségessége.","Minden esetben 400 üzemóránként, vagy két évente olajat kell cserélni.",
183,,Mikor használjuk a szivatót?,"A hideg motor indításakor. A motor által beszívott keverék benzin arányát növeli meg, a könnyebb indítás érdekében.","Akkor használjuk, ha plusz teljesítményt szeretnénk a motorból kinyerni előzéskor.","A motor leállítása előtt kell bekapcsolni, hogy az üzemanyag rendszert kiürítsük.",
184,,Kell e ellenőrizni a kenőolaj szintjét motor indításkor?,"Igen, célszerű az aznapi első motorindítás előtt, de lehet többször is.","Igen, célszerű az aznapi első motorindítás után közvetlenül.","Nem szükséges, mivel a motor kenőolaj nélkül amúgy sem indítható el.",
185,,Motor indítása előtt a következők közül mit célszerű ellenőrizni?,"Kenőolaj szintet, a hajtómű üres állásban legyen.","A hajó stabilitását, a motor megfelelő hűtését.",A motor burkolatának épségét és a hűtővíz hőfokát.,
186,,Motor indítása után a következők közül mit célszerű ellenőrizni?,"Az olajnyomást, a hűtés működését.","Legyen elegendő, a motor hűtését szolgáló fenékvíz a hajóban.","A kenőolaj szintet a motorban, és a hűtővíz hőfokát.",
187,,Mit ítélhetünk meg az olajnyomás jelző által üzem közben mutatott érték alapján?,A motor kenésének megfelelőségét.,"A kenőlaj-szűrő elhasználtságát, és a motor körülbelüli fordulatszámát.","A külső hőmérséklet nagyságát, és a hajó terheltségét.",
188,,Mit ítélhetünk meg a kétkörös hűtési rendszereknél a belső kör vízhőmérsékletét jelző műszer által üzem közben mutatott érték alapján?,A motor hűtésének megfelelőségét.,"Megbecsülhető a külső víz hőmérséklete, és a hőcserélő tömítettsége.",Megbecsülhető a motor által leadott teljesítmény.,
